town,county,office,district,party,candidate,winner,votes
Colebrook,Coos,State Representative,1,R,Rappaport,True,195
Columbia,Coos,State Representative,1,R,Rappaport,True,63
Dix's Grant,Coos,State Representative,1,R,Rappaport,True,0
Dixville,Coos,State Representative,1,R,Rappaport,True,4
Errol,Coos,State Representative,1,R,Rappaport,True,18
Erving's Location,Coos,State Representative,1,R,Rappaport,True,0
Millsfield,Coos,State Representative,1,R,Rappaport,True,8
Odell,Coos,State Representative,1,R,Rappaport,True,0
Pittsburg,Coos,State Representative,1,R,Rappaport,True,117
Second College Grant,Coos,State Representative,1,R,Rappaport,True,0
Stewartstown,Coos,State Representative,1,R,Rappaport,True,48
Stratford,Coos,State Representative,1,R,Rappaport,True,19
Wentworth's Location,Coos,State Representative,1,R,Rappaport,True,1
At. & Gil. Academy Grant,Coos,State Representative,1,,Scatter,False,0
Cambridge,Coos,State Representative,1,,Scatter,False,0
Clarksville,Coos,State Representative,1,,Scatter,False,0
Colebrook,Coos,State Representative,1,,Scatter,False,13
Columbia,Coos,State Representative,1,,Scatter,False,4
Dix's Grant,Coos,State Representative,1,,Scatter,False,0
Dixville,Coos,State Representative,1,,Scatter,False,0
Errol,Coos,State Representative,1,,Scatter,False,0
Erving's Location,Coos,State Representative,1,,Scatter,False,0
Millsfield,Coos,State Representative,1,,Scatter,False,0
Odell,Coos,State Representative,1,,Scatter,False,0
Pittsburg,Coos,State Representative,1,,Scatter,False,0
Second College Grant,Coos,State Representative,1,,Scatter,False,0
Stewartstown,Coos,State Representative,1,,Scatter,False,0
Stratford,Coos,State Representative,1,,Scatter,False,0
Wentworth's Location,Coos,State Representative,1,,Scatter,False,0
Dummer,Coos,State Representative,2,D,Moynihan,False,1
Milan,Coos,State Representative,2,D,Moynihan,False,3
Northumberland,Coos,State Representative,2,D,Moynihan,False,3
Stark,Coos,State Representative,2,D,Moynihan,False,2
Dummer,Coos,State Representative,2,,Scatter,False,0
Milan,Coos,State Representative,2,,Scatter,False,0
Northumberland,Coos,State Representative,2,,Scatter,False,0
Stark,Coos,State Representative,2,,Scatter,False,1
Dummer,Coos,State Representative,2,R,"Tierney, Jr.",True,35
Milan,Coos,State Representative,2,R,"Tierney, Jr.",True,95
Northumberland,Coos,State Representative,2,R,"Tierney, Jr.",True,130
Stark,Coos,State Representative,2,R,"Tierney, Jr.",True,40
Berlin,Coos,State Representative,3,,Catman,False,32
Berlin,Coos,State Representative,3,D,Coulombe,False,3
Berlin,Coos,State Representative,3,,Scatter,False,10
Berlin,Coos,State Representative,3,D,Theberge,False,3
Berlin,Coos,State Representative,3,D,Thomas,False,6
Dalton,Coos,State Representative,4,D,Merner,False,0
Kilkenny,Coos,State Representative,4,D,Merner,False,0
Lancaster,Coos,State Representative,4,D,Merner,False,2
Dalton,Coos,State Representative,4,R,Richardson,True,85
Kilkenny,Coos,State Representative,4,R,Richardson,True,0
Lancaster,Coos,State Representative,4,R,Richardson,True,329
Dalton,Coos,State Representative,4,,Scatter,False,0
Kilkenny,Coos,State Representative,4,,Scatter,False,0
Lancaster,Coos,State Representative,4,,Scatter,False,13
Carroll,Coos,State Representative,5,D,Hammon,False,0
Jefferson,Coos,State Representative,5,D,Hammon,False,0
Randolph,Coos,State Representative,5,D,Hammon,False,0
Whitefield,Coos,State Representative,5,D,Hammon,False,0
Carroll,Coos,State Representative,5,,Scatter,False,1
Jefferson,Coos,State Representative,5,,Scatter,False,0
Randolph,Coos,State Representative,5,,Scatter,False,0
Whitefield,Coos,State Representative,5,,Scatter,False,5
Carroll,Coos,State Representative,5,R,"Tholl, Jr.",True,63
Jefferson,Coos,State Representative,5,R,"Tholl, Jr.",True,149
Randolph,Coos,State Representative,5,R,"Tholl, Jr.",True,37
Whitefield,Coos,State Representative,5,R,"Tholl, Jr.",True,196
Bean's Grant,Coos,State Representative,6,D,Hatch,False,0
Bean's Purchase,Coos,State Representative,6,D,Hatch,False,0
Chandler's Purchase,Coos,State Representative,6,D,Hatch,False,0
Crawford's Purchase,Coos,State Representative,6,D,Hatch,False,0
Cutt's Grant,Coos,State Representative,6,D,Hatch,False,0
Gorham,Coos,State Representative,6,D,Hatch,False,4
Green's Grant,Coos,State Representative,6,D,Hatch,False,0
Hadley's Purchase,Coos,State Representative,6,D,Hatch,False,0
Low & Burbank's Grant,Coos,State Representative,6,D,Hatch,False,0
Martin's Location,Coos,State Representative,6,D,Hatch,False,0
Pinkham's Grant,Coos,State Representative,6,D,Hatch,False,0
Sargent's Purchase,Coos,State Representative,6,D,Hatch,False,0
Shelburne,Coos,State Representative,6,D,Hatch,False,0
Success,Coos,State Representative,6,D,Hatch,False,0
Thompson & Meserve's Pur.,Coos,State Representative,6,D,Hatch,False,0
Bean's Grant,Coos,State Representative,6,,Scatter,False,0
Bean's Purchase,Coos,State Representative,6,,Scatter,False,0
Chandler's Purchase,Coos,State Representative,6,,Scatter,False,0
Crawford's Purchase,Coos,State Representative,6,,Scatter,False,0
Cutt's Grant,Coos,State Representative,6,,Scatter,False,0
Gorham,Coos,State Representative,6,,Scatter,False,6
Green's Grant,Coos,State Representative,6,,Scatter,False,0
Hadley's Purchase,Coos,State Representative,6,,Scatter,False,0
Low & Burbank's Grant,Coos,State Representative,6,,Scatter,False,0
Martin's Location,Coos,State Representative,6,,Scatter,False,0
Pinkham's Grant,Coos,State Representative,6,,Scatter,False,0
Sargent's Purchase,Coos,State Representative,6,,Scatter,False,0
Shelburne,Coos,State Representative,6,,Scatter,False,2
Success,Coos,State Representative,6,,Scatter,False,0
Thompson & Meserve's Pur.,Coos,State Representative,6,,Scatter,False,0
Carroll,Coos,State Representative,7,D,Merrick,False,0
Dalton,Coos,State Representative,7,D,Merrick,False,1
Dummer,Coos,State Representative,7,D,Merrick,False,0
Jefferson,Coos,State Representative,7,D,Merrick,False,1
Kilkenny,Coos,State Representative,7,D,Merrick,False,0
Lancaster,Coos,State Representative,7,D,Merrick,False,0
Milan,Coos,State Representative,7,D,Merrick,False,0
Northumberland,Coos,State Representative,7,D,Merrick,False,1
Randolph,Coos,State Representative,7,D,Merrick,False,0
Stark,Coos,State Representative,7,D,Merrick,False,0
Whitefield,Coos,State Representative,7,D,Merrick,False,1
Carroll,Coos,State Representative,7,R,Remick,False,27
Dalton,Coos,State Representative,7,R,Remick,False,40
Dummer,Coos,State Representative,7,R,Remick,False,10
Jefferson,Coos,State Representative,7,R,Remick,False,62
Kilkenny,Coos,State Representative,7,R,Remick,False,0
Lancaster,Coos,State Representative,7,R,Remick,False,106
Milan,Coos,State Representative,7,R,Remick,False,34
Northumberland,Coos,State Representative,7,R,Remick,False,42
Randolph,Coos,State Representative,7,R,Remick,False,29
Stark,Coos,State Representative,7,R,Remick,False,15
Whitefield,Coos,State Representative,7,R,Remick,False,72
Carroll,Coos,State Representative,7,R,Rideout,True,41
Dalton,Coos,State Representative,7,R,Rideout,True,54
Dummer,Coos,State Representative,7,R,Rideout,True,19
Jefferson,Coos,State Representative,7,R,Rideout,True,93
Kilkenny,Coos,State Representative,7,R,Rideout,True,0
Lancaster,Coos,State Representative,7,R,Rideout,True,283
Milan,Coos,State Representative,7,R,Rideout,True,41
Northumberland,Coos,State Representative,7,R,Rideout,True,91
Randolph,Coos,State Representative,7,R,Rideout,True,13
Stark,Coos,State Representative,7,R,Rideout,True,32
Whitefield,Coos,State Representative,7,R,Rideout,True,131
Carroll,Coos,State Representative,7,,Scatter,False,1
Dalton,Coos,State Representative,7,,Scatter,False,0
Dummer,Coos,State Representative,7,,Scatter,False,0
Jefferson,Coos,State Representative,7,,Scatter,False,1
Kilkenny,Coos,State Representative,7,,Scatter,False,0
Lancaster,Coos,State Representative,7,,Scatter,False,1
Milan,Coos,State Representative,7,,Scatter,False,0
Northumberland,Coos,State Representative,7,,Scatter,False,0
Randolph,Coos,State Representative,7,,Scatter,False,1
Stark,Coos,State Representative,7,,Scatter,False,0
Whitefield,Coos,State Representative,7,,Scatter,False,1
Carroll,Coos,State Representative,7,R,Young,False,2
Dalton,Coos,State Representative,7,R,Young,False,9
Dummer,Coos,State Representative,7,R,Young,False,7
Jefferson,Coos,State Representative,7,R,Young,False,16
Kilkenny,Coos,State Representative,7,R,Young,False,0
Lancaster,Coos,State Representative,7,R,Young,False,18
Milan,Coos,State Representative,7,R,Young,False,37
Northumberland,Coos,State Representative,7,R,Young,False,22
Randolph,Coos,State Representative,7,R,Young,False,1
Stark,Coos,State Representative,7,R,Young,False,9
Whitefield,Coos,State Representative,7,R,Young,False,15
Bethlehem,Grafton,State Representative,1,R,Bulis,True,89
Littleton,Grafton,State Representative,1,R,Bulis,True,366
Bethlehem,Grafton,State Representative,1,R,"Doolan, Jr.",True,114
Littleton,Grafton,State Representative,1,R,"Doolan, Jr.",True,300
Bethlehem,Grafton,State Representative,1,D,Massimilla,False,0
Littleton,Grafton,State Representative,1,D,Massimilla,False,0
Bethlehem,Grafton,State Representative,1,,Scatter,False,2
Littleton,Grafton,State Representative,1,,Scatter,False,1
Franconia,Grafton,State Representative,2,D,Brownd,False,0
Lisbon,Grafton,State Representative,2,D,Brownd,False,2
Lyman,Grafton,State Representative,2,D,Brownd,False,0
Monroe,Grafton,State Representative,2,D,Brownd,False,0
Sugar Hill,Grafton,State Representative,2,D,Brownd,False,0
Franconia,Grafton,State Representative,2,,Scatter,False,0
Lisbon,Grafton,State Representative,2,,Scatter,False,0
Lyman,Grafton,State Representative,2,,Scatter,False,0
Monroe,Grafton,State Representative,2,,Scatter,False,2
Sugar Hill,Grafton,State Representative,2,,Scatter,False,0
Franconia,Grafton,State Representative,2,R,Ward,True,117
Lisbon,Grafton,State Representative,2,R,Ward,True,89
Lyman,Grafton,State Representative,2,R,Ward,True,43
Monroe,Grafton,State Representative,2,R,Ward,True,113
Sugar Hill,Grafton,State Representative,2,R,Ward,True,54
Bath,Grafton,State Representative,3,D,Ford,False,1
Benton,Grafton,State Representative,3,D,Ford,False,0
Easton,Grafton,State Representative,3,D,Ford,False,2
Landaff,Grafton,State Representative,3,D,Ford,False,0
Orford,Grafton,State Representative,3,D,Ford,False,0
Piermont,Grafton,State Representative,3,D,Ford,False,0
Warren,Grafton,State Representative,3,D,Ford,False,0
Bath,Grafton,State Representative,3,,Scatter,False,2
Benton,Grafton,State Representative,3,,Scatter,False,0
Easton,Grafton,State Representative,3,,Scatter,False,1
Landaff,Grafton,State Representative,3,,Scatter,False,0
Orford,Grafton,State Representative,3,,Scatter,False,0
Piermont,Grafton,State Representative,3,,Scatter,False,1
Warren,Grafton,State Representative,3,,Scatter,False,2
Bath,Grafton,State Representative,3,R,Sorg,True,101
Benton,Grafton,State Representative,3,R,Sorg,True,35
Easton,Grafton,State Representative,3,R,Sorg,True,32
Landaff,Grafton,State Representative,3,R,Sorg,True,30
Orford,Grafton,State Representative,3,R,Sorg,True,98
Piermont,Grafton,State Representative,3,R,Sorg,True,47
Warren,Grafton,State Representative,3,R,Sorg,True,67
Haverhill,Grafton,State Representative,4,R,Ladd,True,382
Haverhill,Grafton,State Representative,4,,Scatter,False,3
Lincoln,Grafton,State Representative,5,R,Gionet,True,98
Livermore,Grafton,State Representative,5,R,Gionet,True,0
Waterville Valley,Grafton,State Representative,5,R,Gionet,True,34
Woodstock,Grafton,State Representative,5,R,Gionet,True,81
Lincoln,Grafton,State Representative,5,,Scatter,False,3
Livermore,Grafton,State Representative,5,,Scatter,False,0
Waterville Valley,Grafton,State Representative,5,,Scatter,False,0
Woodstock,Grafton,State Representative,5,,Scatter,False,6
Ellsworth,Grafton,State Representative,6,R,Bradley,True,9
Groton,Grafton,State Representative,6,R,Bradley,True,51
Orange,Grafton,State Representative,6,R,Bradley,True,22
Rumney,Grafton,State Representative,6,R,Bradley,True,165
Thornton,Grafton,State Representative,6,R,Bradley,True,190
Ellsworth,Grafton,State Representative,6,D,Lieto,False,0
Groton,Grafton,State Representative,6,D,Lieto,False,0
Orange,Grafton,State Representative,6,D,Lieto,False,0
Rumney,Grafton,State Representative,6,D,Lieto,False,1
Thornton,Grafton,State Representative,6,D,Lieto,False,1
Ellsworth,Grafton,State Representative,6,,Scatter,False,0
Groton,Grafton,State Representative,6,,Scatter,False,2
Orange,Grafton,State Representative,6,,Scatter,False,0
Rumney,Grafton,State Representative,6,,Scatter,False,2
Thornton,Grafton,State Representative,6,,Scatter,False,0
Campton,Grafton,State Representative,7,D,Aguiar,False,3
Campton,Grafton,State Representative,7,R,Chamberlin,True,223
Campton,Grafton,State Representative,7,,Scatter,False,5
Hebron,Grafton,State Representative,8,D,Cooney,False,1
Holderness,Grafton,State Representative,8,D,Cooney,False,1
Plymouth,Grafton,State Representative,8,D,Cooney,False,3
Hebron,Grafton,State Representative,8,R,Larson,True,72
Holderness,Grafton,State Representative,8,R,Larson,True,140
Plymouth,Grafton,State Representative,8,R,Larson,True,153
Hebron,Grafton,State Representative,8,D,Lovett,False,2
Holderness,Grafton,State Representative,8,D,Lovett,False,3
Plymouth,Grafton,State Representative,8,D,Lovett,False,2
Hebron,Grafton,State Representative,8,R,McIver,True,59
Holderness,Grafton,State Representative,8,R,McIver,True,171
Plymouth,Grafton,State Representative,8,R,McIver,True,200
Hebron,Grafton,State Representative,8,,Randlett,False,0
Holderness,Grafton,State Representative,8,,Randlett,False,0
Plymouth,Grafton,State Representative,8,,Randlett,False,63
Hebron,Grafton,State Representative,8,,Scatter,False,8
Holderness,Grafton,State Representative,8,,Scatter,False,14
Plymouth,Grafton,State Representative,8,,Scatter,False,6
Hebron,Grafton,State Representative,8,D,Smith,False,7
Holderness,Grafton,State Representative,8,D,Smith,False,2
Plymouth,Grafton,State Representative,8,D,Smith,False,3
Alexandria,Grafton,State Representative,9,R,Emery,False,81
Ashland,Grafton,State Representative,9,R,Emery,False,46
Bridgewater,Grafton,State Representative,9,R,Emery,False,17
Bristol,Grafton,State Representative,9,R,Emery,False,61
Grafton,Grafton,State Representative,9,R,Emery,False,19
Alexandria,Grafton,State Representative,9,R,Hull,True,33
Ashland,Grafton,State Representative,9,R,Hull,True,50
Bridgewater,Grafton,State Representative,9,R,Hull,True,20
Bristol,Grafton,State Representative,9,R,Hull,True,75
Grafton,Grafton,State Representative,9,R,Hull,True,75
Alexandria,Grafton,State Representative,9,D,Olson,False,1
Ashland,Grafton,State Representative,9,D,Olson,False,0
Bridgewater,Grafton,State Representative,9,D,Olson,False,0
Bristol,Grafton,State Representative,9,D,Olson,False,0
Grafton,Grafton,State Representative,9,D,Olson,False,0
Alexandria,Grafton,State Representative,9,D,Preston,False,0
Ashland,Grafton,State Representative,9,D,Preston,False,0
Bridgewater,Grafton,State Representative,9,D,Preston,False,0
Bristol,Grafton,State Representative,9,D,Preston,False,0
Grafton,Grafton,State Representative,9,D,Preston,False,0
Alexandria,Grafton,State Representative,9,R,Reilly,False,107
Ashland,Grafton,State Representative,9,R,Reilly,False,102
Bridgewater,Grafton,State Representative,9,R,Reilly,False,70
Bristol,Grafton,State Representative,9,R,Reilly,False,173
Grafton,Grafton,State Representative,9,R,Reilly,False,47
Alexandria,Grafton,State Representative,9,,Scatter,False,4
Ashland,Grafton,State Representative,9,,Scatter,False,0
Bridgewater,Grafton,State Representative,9,,Scatter,False,0
Bristol,Grafton,State Representative,9,,Scatter,False,1
Grafton,Grafton,State Representative,9,,Scatter,False,1
Alexandria,Grafton,State Representative,9,R,Shackett,True,65
Ashland,Grafton,State Representative,9,R,Shackett,True,62
Bridgewater,Grafton,State Representative,9,R,Shackett,True,60
Bristol,Grafton,State Representative,9,R,Shackett,True,157
Grafton,Grafton,State Representative,9,R,Shackett,True,23
Alexandria,Grafton,State Representative,9,D,Wallick,False,0
Ashland,Grafton,State Representative,9,D,Wallick,False,0
Bridgewater,Grafton,State Representative,9,D,Wallick,False,0
Bristol,Grafton,State Representative,9,D,Wallick,False,0
Grafton,Grafton,State Representative,9,D,Wallick,False,0
Enfield,Grafton,State Representative,10,R,Mirski,True,177
Enfield,Grafton,State Representative,10,D,Piper,False,2
Enfield,Grafton,State Representative,10,,Scatter,False,2
Canaan,Grafton,State Representative,11,R,Frazier,True,180
Dorchester,Grafton,State Representative,11,R,Frazier,True,33
Wentworth,Grafton,State Representative,11,R,Frazier,True,104
Canaan,Grafton,State Representative,11,,Scatter,False,1
Dorchester,Grafton,State Representative,11,,Scatter,False,0
Wentworth,Grafton,State Representative,11,,Scatter,False,0
Canaan,Grafton,State Representative,11,D,Townsend,False,2
Dorchester,Grafton,State Representative,11,D,Townsend,False,0
Wentworth,Grafton,State Representative,11,D,Townsend,False,1
Hanover,Grafton,State Representative,12,D,Benn,False,1
Lyme,Grafton,State Representative,12,D,Benn,False,1
Hanover,Grafton,State Representative,12,D,Higgins,False,0
Lyme,Grafton,State Representative,12,D,Higgins,False,2
Hanover,Grafton,State Representative,12,D,Nordgren,False,2
Lyme,Grafton,State Representative,12,D,Nordgren,False,1
Hanover,Grafton,State Representative,12,D,Pastor-Bodmer,False,0
Lyme,Grafton,State Representative,12,D,Pastor-Bodmer,False,1
Hanover,Grafton,State Representative,12,,Scatter,False,18
Lyme,Grafton,State Representative,12,,Scatter,False,5
Lebanon,Grafton,State Representative,13,D,Almy,False,2
Lebanon,Grafton,State Representative,13,D,Harding,False,1
Lebanon,Grafton,State Representative,13,,Scatter,False,61
Lebanon,Grafton,State Representative,13,D,Sykes,False,2
Lebanon,Grafton,State Representative,13,D,White,False,3
Bethlehem,Grafton,State Representative,14,R,Bailey,True,145
Franconia,Grafton,State Representative,14,R,Bailey,True,121
Lisbon,Grafton,State Representative,14,R,Bailey,True,88
Littleton,Grafton,State Representative,14,R,Bailey,True,466
Lyman,Grafton,State Representative,14,R,Bailey,True,43
Monroe,Grafton,State Representative,14,R,Bailey,True,115
Sugar Hill,Grafton,State Representative,14,R,Bailey,True,56
Bethlehem,Grafton,State Representative,14,D,Grant,False,0
Franconia,Grafton,State Representative,14,D,Grant,False,0
Lisbon,Grafton,State Representative,14,D,Grant,False,1
Littleton,Grafton,State Representative,14,D,Grant,False,0
Lyman,Grafton,State Representative,14,D,Grant,False,0
Monroe,Grafton,State Representative,14,D,Grant,False,0
Sugar Hill,Grafton,State Representative,14,D,Grant,False,0
Bethlehem,Grafton,State Representative,14,,Scatter,False,0
Franconia,Grafton,State Representative,14,,Scatter,False,0
Lisbon,Grafton,State Representative,14,,Scatter,False,0
Littleton,Grafton,State Representative,14,,Scatter,False,1
Lyman,Grafton,State Representative,14,,Scatter,False,0
Monroe,Grafton,State Representative,14,,Scatter,False,0
Sugar Hill,Grafton,State Representative,14,,Scatter,False,0
Bath,Grafton,State Representative,15,R,Ingbretson,True,98
Benton,Grafton,State Representative,15,R,Ingbretson,True,34
Easton,Grafton,State Representative,15,R,Ingbretson,True,29
Haverhill,Grafton,State Representative,15,R,Ingbretson,True,350
Landaff,Grafton,State Representative,15,R,Ingbretson,True,24
Orford,Grafton,State Representative,15,R,Ingbretson,True,100
Piermont,Grafton,State Representative,15,R,Ingbretson,True,34
Warren,Grafton,State Representative,15,R,Ingbretson,True,80
Bath,Grafton,State Representative,15,D,Lauer,False,6
Benton,Grafton,State Representative,15,D,Lauer,False,0
Easton,Grafton,State Representative,15,D,Lauer,False,0
Haverhill,Grafton,State Representative,15,D,Lauer,False,0
Landaff,Grafton,State Representative,15,D,Lauer,False,0
Orford,Grafton,State Representative,15,D,Lauer,False,0
Piermont,Grafton,State Representative,15,D,Lauer,False,0
Warren,Grafton,State Representative,15,D,Lauer,False,0
Bath,Grafton,State Representative,15,,Scatter,False,0
Benton,Grafton,State Representative,15,,Scatter,False,1
Easton,Grafton,State Representative,15,,Scatter,False,0
Haverhill,Grafton,State Representative,15,,Scatter,False,9
Landaff,Grafton,State Representative,15,,Scatter,False,0
Orford,Grafton,State Representative,15,,Scatter,False,0
Piermont,Grafton,State Representative,15,,Scatter,False,0
Warren,Grafton,State Representative,15,,Scatter,False,1
Canaan,Grafton,State Representative,16,D,Friedrich,False,0
Dorchester,Grafton,State Representative,16,D,Friedrich,False,0
Ellsworth,Grafton,State Representative,16,D,Friedrich,False,0
Groton,Grafton,State Representative,16,D,Friedrich,False,0
Orange,Grafton,State Representative,16,D,Friedrich,False,0
Rumney,Grafton,State Representative,16,D,Friedrich,False,0
Thornton,Grafton,State Representative,16,D,Friedrich,False,0
Wentworth,Grafton,State Representative,16,D,Friedrich,False,1
Canaan,Grafton,State Representative,16,,Scatter,False,5
Dorchester,Grafton,State Representative,16,,Scatter,False,0
Ellsworth,Grafton,State Representative,16,,Scatter,False,0
Groton,Grafton,State Representative,16,,Scatter,False,1
Orange,Grafton,State Representative,16,,Scatter,False,0
Rumney,Grafton,State Representative,16,,Scatter,False,1
Thornton,Grafton,State Representative,16,,Scatter,False,0
Wentworth,Grafton,State Representative,16,,Scatter,False,0
Canaan,Grafton,State Representative,16,R,Sova,True,176
Dorchester,Grafton,State Representative,16,R,Sova,True,32
Ellsworth,Grafton,State Representative,16,R,Sova,True,6
Groton,Grafton,State Representative,16,R,Sova,True,44
Orange,Grafton,State Representative,16,R,Sova,True,25
Rumney,Grafton,State Representative,16,R,Sova,True,150
Thornton,Grafton,State Representative,16,R,Sova,True,158
Wentworth,Grafton,State Representative,16,R,Sova,True,96
Alexandria,Grafton,State Representative,17,D,Mulholland,False,1
Ashland,Grafton,State Representative,17,D,Mulholland,False,0
Bridgewater,Grafton,State Representative,17,D,Mulholland,False,0
Bristol,Grafton,State Representative,17,D,Mulholland,False,0
Enfield,Grafton,State Representative,17,D,Mulholland,False,0
Grafton,Grafton,State Representative,17,D,Mulholland,False,0
Alexandria,Grafton,State Representative,17,D,Ploszaj,False,0
Ashland,Grafton,State Representative,17,D,Ploszaj,False,0
Bridgewater,Grafton,State Representative,17,D,Ploszaj,False,0
Bristol,Grafton,State Representative,17,D,Ploszaj,False,0
Enfield,Grafton,State Representative,17,D,Ploszaj,False,0
Grafton,Grafton,State Representative,17,D,Ploszaj,False,2
Alexandria,Grafton,State Representative,17,,Scatter,False,0
Ashland,Grafton,State Representative,17,,Scatter,False,3
Bridgewater,Grafton,State Representative,17,,Scatter,False,0
Bristol,Grafton,State Representative,17,,Scatter,False,6
Enfield,Grafton,State Representative,17,,Scatter,False,0
Grafton,Grafton,State Representative,17,,Scatter,False,0
Alexandria,Grafton,State Representative,17,R,Simard,True,132
Ashland,Grafton,State Representative,17,R,Simard,True,159
Bridgewater,Grafton,State Representative,17,R,Simard,True,80
Bristol,Grafton,State Representative,17,R,Simard,True,235
Enfield,Grafton,State Representative,17,R,Simard,True,161
Grafton,Grafton,State Representative,17,R,Simard,True,86
Antrim,Hillsborough,State Representative,1,R,Fredette,True,113
Hillsborough,Hillsborough,State Representative,1,R,Fredette,True,249
Windsor,Hillsborough,State Representative,1,R,Fredette,True,14
Antrim,Hillsborough,State Representative,1,R,Mayfield,False,64
Hillsborough,Hillsborough,State Representative,1,R,Mayfield,False,92
Windsor,Hillsborough,State Representative,1,R,Mayfield,False,7
Antrim,Hillsborough,State Representative,1,R,Mecheski,False,92
Hillsborough,Hillsborough,State Representative,1,R,Mecheski,False,203
Windsor,Hillsborough,State Representative,1,R,Mecheski,False,23
Antrim,Hillsborough,State Representative,1,D,Porter,False,1
Hillsborough,Hillsborough,State Representative,1,D,Porter,False,1
Windsor,Hillsborough,State Representative,1,D,Porter,False,0
Antrim,Hillsborough,State Representative,1,,Scatter,False,2
Hillsborough,Hillsborough,State Representative,1,,Scatter,False,1
Windsor,Hillsborough,State Representative,1,,Scatter,False,0
Antrim,Hillsborough,State Representative,1,D,Shattuck,False,1
Hillsborough,Hillsborough,State Representative,1,D,Shattuck,False,0
Windsor,Hillsborough,State Representative,1,D,Shattuck,False,0
Deering,Hillsborough,State Representative,2,D,Ashworth,False,0
Weare,Hillsborough,State Representative,2,D,Ashworth,False,0
Deering,Hillsborough,State Representative,2,D,Connor,False,0
Weare,Hillsborough,State Representative,2,D,Connor,False,13
Deering,Hillsborough,State Representative,2,R,Donovan,True,153
Weare,Hillsborough,State Representative,2,R,Donovan,True,406
Deering,Hillsborough,State Representative,2,R,Hopper,True,86
Weare,Hillsborough,State Representative,2,R,Hopper,True,438
Deering,Hillsborough,State Representative,2,R,Kurk,True,81
Weare,Hillsborough,State Representative,2,R,Kurk,True,431
Deering,Hillsborough,State Representative,2,D,Rocklin-Weare,False,0
Weare,Hillsborough,State Representative,2,D,Rocklin-Weare,False,0
Deering,Hillsborough,State Representative,2,,Scatter,False,1
Weare,Hillsborough,State Representative,2,,Scatter,False,23
Bennington,Hillsborough,State Representative,3,R,Ford,True,103
Greenfield,Hillsborough,State Representative,3,R,Ford,True,123
Hancock,Hillsborough,State Representative,3,R,Ford,True,199
Bennington,Hillsborough,State Representative,3,D,"Manley, Sr.",False,2
Greenfield,Hillsborough,State Representative,3,D,"Manley, Sr.",False,0
Hancock,Hillsborough,State Representative,3,D,"Manley, Sr.",False,0
Bennington,Hillsborough,State Representative,3,,Scatter,False,3
Greenfield,Hillsborough,State Representative,3,,Scatter,False,3
Hancock,Hillsborough,State Representative,3,,Scatter,False,0
Francestown,Hillsborough,State Representative,4,R,Condra,True,125
Greenville,Hillsborough,State Representative,4,R,Condra,True,72
Lyndeborough,Hillsborough,State Representative,4,R,Condra,True,148
Wilton,Hillsborough,State Representative,4,R,Condra,True,287
Francestown,Hillsborough,State Representative,4,R,Sawin,True,125
Greenville,Hillsborough,State Representative,4,R,Sawin,True,55
Lyndeborough,Hillsborough,State Representative,4,R,Sawin,True,73
Wilton,Hillsborough,State Representative,4,R,Sawin,True,152
Francestown,Hillsborough,State Representative,4,,Scatter,False,0
Greenville,Hillsborough,State Representative,4,,Scatter,False,1
Lyndeborough,Hillsborough,State Representative,4,,Scatter,False,4
Wilton,Hillsborough,State Representative,4,,Scatter,False,2
Francestown,Hillsborough,State Representative,4,D,Spratt,False,0
Greenville,Hillsborough,State Representative,4,D,Spratt,False,0
Lyndeborough,Hillsborough,State Representative,4,D,Spratt,False,0
Wilton,Hillsborough,State Representative,4,D,Spratt,False,0
Francestown,Hillsborough,State Representative,4,D,Williams,False,0
Greenville,Hillsborough,State Representative,4,D,Williams,False,0
Lyndeborough,Hillsborough,State Representative,4,D,Williams,False,0
Wilton,Hillsborough,State Representative,4,D,Williams,False,0
Mont Vernon,Hillsborough,State Representative,5,D,Jencks,False,0
New Boston,Hillsborough,State Representative,5,D,Jencks,False,4
Mont Vernon,Hillsborough,State Representative,5,R,Mead,True,182
New Boston,Hillsborough,State Representative,5,R,Mead,True,296
Mont Vernon,Hillsborough,State Representative,5,R,O'Brien,True,232
New Boston,Hillsborough,State Representative,5,R,O'Brien,True,468
Mont Vernon,Hillsborough,State Representative,5,R,Quinlan,False,164
New Boston,Hillsborough,State Representative,5,R,Quinlan,False,162
Mont Vernon,Hillsborough,State Representative,5,,Scatter,False,2
New Boston,Hillsborough,State Representative,5,,Scatter,False,10
Mont Vernon,Hillsborough,State Representative,5,D,Woodbury,False,0
New Boston,Hillsborough,State Representative,5,D,Woodbury,False,4
Goffstown,Hillsborough,State Representative,6,R,Beliveau,True,926
Goffstown,Hillsborough,State Representative,6,R,Burt,True,1085
Goffstown,Hillsborough,State Representative,6,R,Day,False,701
Goffstown,Hillsborough,State Representative,6,R,Hikel,True,770
Goffstown,Hillsborough,State Representative,6,R,Meaney,True,927
Goffstown,Hillsborough,State Representative,6,R,Pratt,True,817
Goffstown,Hillsborough,State Representative,6,R,Soderquist,False,545
Goffstown,Hillsborough,State Representative,6,R,Weeks,False,629
Goffstown,Hillsborough,State Representative,6,D,Gage,False,0
Goffstown,Hillsborough,State Representative,6,D,Hampton,False,0
Goffstown,Hillsborough,State Representative,6,D,MacGregor,False,0
Goffstown,Hillsborough,State Representative,6,D,McKernan,False,0
